"geneId","geneIdNCBI","simplifiedId","simplifiedResistance","geneLength"
2888,"WP_012655884.1",2888,"MULTISPECIES: bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia",491
2889,"WP_012655867.1",2889,"PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecB",674
2890,"WP_012634451.1",2449,"quinolone resistance pentapeptide repeat protein QnrD2",214
2891,"WP_012579085.1",1865,"tetracycline efflux MFS transporter Tet(A)",399
2892,"WP_012579083.1",3155,"MULTISPECIES: FosA family fosfomycin resistance glutathione transferase",139
2893,"WP_012579062.1",9,"class A extended-spectrum beta-lactamase CTX-M-222",291
2894,"WP_012550237.1",2894,"MULTISPECIES: QnrAS family quinolone resistance pentapeptide repeat protein",218
2895,"WP_012541790.1",1345,"class A beta-lactamase LEN-15",286
2896,"WP_012481011.1",2896,"aminoglycoside N-acetyltransferase AAC(6')-Iz",153
2897,"WP_012480135.1",2023,"APH(6) family putative aminoglycoside O-phosphotransferase",270
2898,"WP_012479999.1",2898,"aminoglycoside O-phosphotransferase APH(3')-IIc",267
2899,"WP_012478245.1",2899,"tetracycline resistance ribosomal protection protein TetB(P)",652
2900,"WP_012478244.1",2900,"tetracycline efflux MFS transporter TetA(P)",420
2901,"WP_012477888.1",2521,"type A-2 chloramphenicol O-acetyltransferase CatII",213
2902,"WP_012477822.1",4031,"aminoglycoside O-phosphotransferase APH(3')-Ia",271
2903,"WP_012477595.1",2903,"MULTISPECIES: class A beta-lactamase LAP-2",285
2904,"WP_012477587.1",280,"class A beta-lactamase SHV-200",286
2905,"WP_012477450.1",2905,"MULTISPECIES: tetracycline efflux MFS transporter Tet(L)",460
2906,"WP_012477380.1",3733,"CMY-1/MOX family class C beta-lactamase MOX-3",382
2907,"WP_012377648.1",4036,"aminoglycoside O-phosphotransferase APH(3'')-Ia",272
2908,"WP_012372818.1",1881,"16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB2",251
2909,"WP_012290101.1",2905,"MULTISPECIES: tetracycline efflux MFS transporter Tet(L)",460
2910,"WP_012263521.1",3432,"MULTISPECIES: mupirocin-resistant isoleucine--tRNA ligase MupA",1024
2911,"WP_012262164.1",43,"class C beta-lactamase CMY-163",381
2912,"WP_012261328.1",2912,"BcII family subclass B1 metallo-beta-lactamase",257
2913,"WP_012145975.1",2913,"putative metallo-beta-lactamase SPR-1",298
2914,"WP_012102963.1",2686,"macrolide efflux MFS transporter Mef(A)",408
2915,"WP_012074328.1",2374,"class C beta-lactamase PDC-41",397
2916,"WP_012025466.1",2916,"subclass B1 metallo-beta-lactamase JOHN-1",248
2917,"WP_011987126.1",2917,"Cfr family 23S rRNA (adenine(2503)-C(8))-methyltransferase",344
2918,"WP_011931116.1",3286,"MULTISPECIES: chloramphenicol/florfenicol efflux MFS transporter FloR",404
2919,"WP_011906899.1",2919,"MULTISPECIES: chloramphenicol hydrolase",308
2920,"WP_011899270.1",2535,"tetracycline efflux MFS transporter Tet(E)",405
2921,"WP_011872849.1",2921,"MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrI",191
2922,"WP_011861426.1",1940,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)",245
2923,"WP_011861276.1",2923,"MULTISPECIES: D-alanine--D-serine ligase VanG-Cd",366
2924,"WP_011861275.1",2924,"VanG-Cd-type vancomycin resistance histidine kinase VanS",380
2925,"WP_011860841.1",3247,"MULTISPECIES: tetracycline resistance ribosomal protection protein Tet(M)",639
2926,"WP_011816299.1",2926,"class A beta-lactamase BlaA",294
2927,"WP_011749610.1",2927,"aminoglycoside N-acetyltransferase AAC(3)-Ih",152
2928,"WP_011729443.1",2928,"class C beta-lactamase",380
2929,"WP_011728509.1",2929,"class A beta-lactamase",293
2930,"WP_011726942.1",2930,"aminoglycoside N-acetyltransferase AAC(2')-Id",210
2931,"WP_011638903.1",273,"phosphoethanolamine--lipid A transferase MCR-4.1",541
2932,"WP_011550565.1",2932,"subclass B1 metallo-beta-lactamase MYX-1",261
2933,"WP_011540937.1",2933,"aminoglycoside N-acetyltransferase AAC(3)-Ii",152
2934,"WP_011526261.1",4270,"tetracycline resistance ribosomal protection protein Tet(W)",639
2935,"WP_011497575.1",2935,"subclass B1 metallo-beta-lactamase SHN-1",237
2936,"WP_011468318.1",2936,"aminoglycoside N-acetyltransferase AAC(3)-Ig",158
2937,"WP_011461306.1",2937,"peptidoglycan bridge formation peptidyltransferase VanK-I",375
2938,"WP_011461303.1",2938,"VanI-type vancomycin resistance DNA-binding response regulator VanR",232
2939,"WP_011339581.1",2939,"RHO family class C beta-lactamase",380
2940,"WP_011303797.1",2940,"FusD family fusidic acid resistance EF-G-binding protein",213
2941,"WP_011282421.1",2567,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)",244
2942,"WP_011276921.1",2567,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)",244
2943,"WP_011276918.1",2943,"MULTISPECIES: fosfomycin resistance bacillithiol transferase FosB1",139
2944,"WP_011270171.1",2944,"MULTISPECIES: class A beta-lactamase",293
2945,"WP_011270148.1",4153,"aminoglycoside N-acetyltransferase AAC(3)-Ia",154
2946,"WP_011215574.1",2946,"aminoglycoside O-phosphotransferase APH(9)-Ia",330
2947,"WP_011210071.1",2947,"rifampin monooxygenase Rox",473
2948,"WP_011187228.1",2948,"tetracycline resistance ribosomal protection protein Tet(O)",639
2949,"WP_011117618.1",246,"class A extended-spectrum beta-lactamase CTX-M-191",291
2950,"WP_011117480.1",4381,"MULTISPECIES: 23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)",284
2951,"WP_011117197.1",2951,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(T)",244
2952,"WP_011117014.1",3247,"MULTISPECIES: tetracycline resistance ribosomal protection protein Tet(M)",639
2953,"WP_011116970.1",2953,"tetracycline efflux ABC transporter TetAB subunit B",528
2954,"WP_011116969.1",2954,"tetracycline efflux ABC transporter TetAB subunit A",513
2955,"WP_011116967.1",4245,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)",253
2956,"WP_011113071.1",2956,"MULTISPECIES: chloramphenicol efflux MFS transporter Cmx",391
2957,"WP_011094382.1",2957,"subclass B3 metallo-beta-lactamase CAR-1",342
2958,"WP_011091028.1",9,"class A extended-spectrum beta-lactamase CTX-M-222",291
2959,"WP_011088970.1",2959,"subclass B3 metallo-beta-lactamase BJP-1",294
2960,"WP_011071128.1",301,"OXA-48 family class D beta-lactamase OXA-519",265
2961,"WP_011053164.1",2961,"class A beta-lactamase Bla1",309
2962,"WP_011039766.1",4031,"aminoglycoside O-phosphotransferase APH(3')-Ia",271
2963,"WP_011029111.1",2963,"D-Ala-D-Ala dipeptidase VanX-Sc",202
2964,"WP_011029110.1",2964,"D-alanine--(R)-lactate ligase VanA-Sc",346
2965,"WP_011029109.1",2965,"D-lactate dehydrogenase VanH-Sc",337
2966,"WP_011029108.1",2966,"peptidoglycan bridge formation peptidyltransferase VanK-Sc",397
2967,"WP_011029107.1",2967,"teicoplanin resistance protein VanJ",330
2968,"WP_011018369.1",1940,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)",250
2969,"WP_011013281.1",2573,"oxacillin-hydrolyzing class D beta-lactamase LCR-1",260
2970,"WP_010992371.1",3012,"MULTISPECIES: class A extended-spectrum beta-lactamase CepA-49",300
2971,"WP_010991842.1",4042,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA9",278
2972,"WP_010991840.1",187,"tetracycline efflux MFS transporter Tet(33)",407
2973,"WP_010989789.1",2973,"fosfomycin resistance thiol transferase FosX",133
2974,"WP_010989615.1",2974,"lincomycin resistance ABC-F type ribosomal protection protein",523
2975,"WP_010982315.1",2975,"chloramphenicol phosphotransferase CPT",176
2976,"WP_010974114.1",2976,"MULTISPECIES: type B-1 chloramphenicol O-acetyltransferase CatB1",209
2977,"WP_010973639.1",2977,"MULTISPECIES: tetracycline efflux MFS transporter Tet(30)",394
2978,"WP_010896559.1",2978,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(K)",284
2979,"WP_010891057.1",3378,"MULTISPECIES: tetracycline efflux MFS transporter Tet(C)",396
2980,"WP_010890215.1",2956,"MULTISPECIES: chloramphenicol efflux MFS transporter Cmx",391
2981,"WP_010890206.1",2981,"sulfonamide-resistant dihydropteroate synthase Sul2",271
2982,"WP_010794258.1",4046,"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA7",265
2983,"WP_010792467.1",2983,"MULTISPECIES: aminoglycoside N-acetyltransferase AAC(3)-Ib",154
2984,"WP_010768325.1",2984,"aminoglycoside 6'-N-acetyltransferase",187
2985,"WP_010752789.1",2985,"aminoglycoside 6'-N-acetyltransferase",187
2986,"WP_010750427.1",2986,"aminoglycoside 6'-N-acetyltransferase",180
2987,"WP_010749757.1",3013,"MULTISPECIES: D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C",190
2988,"WP_010737153.1",2158,"aminoglycoside N-acetyltransferase AAC(6')-Ii",182
2989,"WP_010736157.1",2372,"aminoglycoside N-acetyltransferase AAC(6')-Ii",180
2990,"WP_010730188.1",2990,"MULTISPECIES: quaternary ammonium compound efflux SMR transporter QacH",107
2991,"WP_010728104.1",480,"aminoglycoside N-acetyltransferase AAC(6')-Ii",182
2992,"WP_010727362.1",480,"aminoglycoside N-acetyltransferase AAC(6')-Ii",182
2993,"WP_010723742.1",480,"aminoglycoside N-acetyltransferase AAC(6')-Ii",182
2994,"WP_010711054.1",3298,"MULTISPECIES: streptomycin adenylyltransferase Str",282
2995,"WP_010710386.1",2995,"trimethoprim-resistant dihydrofolate reductase DfrE",164
2996,"WP_010673861.1",3733,"CMY-1/MOX family class C beta-lactamase MOX-3",383
2997,"WP_010494170.1",2997,"Fos family putative thiol transferase",129
2998,"WP_010337133.1",2998,"class A beta-lactamase SGM-7",326
2999,"WP_010108817.1",2999,"PenI family class A extended-spectrum beta-lactamase",295
3000,"WP_009950391.1",3000,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(E)",381
3001,"WP_009889012.1",3001,"MULTISPECIES: glycopeptide resistance protein VanZ1",169
3002,"WP_009821475.1",3002,"class A extended-spectrum beta-lactamase SGM-1",321
3003,"WP_009652647.1",1064,"class A extended-spectrum beta-lactamase OXY-6-3",290
3004,"WP_009510932.1",2432,"MULTISPECIES: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase",146
3005,"WP_009486251.1",3155,"MULTISPECIES: FosA family fosfomycin resistance glutathione transferase",139
3006,"WP_009313329.1",60,"class C beta-lactamase PDC-300",397
3007,"WP_009247026.1",2816,"tetracycline efflux MFS transporter Tet(40)",406
3008,"WP_009067544.1",3008,"aminoglycoside 6'-N-acetyltransferase",165
3009,"WP_008942158.1",3009,"MULTISPECIES: carbapenem-hydrolyzing class D beta-lactamase OXA-214",275
3010,"WP_008940904.1",3084,"AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase",145
3011,"WP_008815550.1",4165,"MULTISPECIES: cephalosporin-hydrolyzing class C beta-lactamase ACC-1",390
3012,"WP_008659027.1",3012,"MULTISPECIES: class A extended-spectrum beta-lactamase CepA-49",300
3013,"WP_008377360.1",3013,"MULTISPECIES: D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C",190
3014,"WP_008321445.1",43,"class C beta-lactamase CMY-163",381
3015,"WP_008265821.1",480,"aminoglycoside N-acetyltransferase AAC(6')-Ii",182
3016,"WP_007929940.1",1872,"sulfonamide-resistant dihydropteroate synthase Sul1",283
3017,"WP_007708339.1",2998,"class A beta-lactamase SGM-7",326
3018,"WP_007688792.1",2326,"class A beta-lactamase SGM-2",309
3019,"WP_007286427.1",3019,"MULTISPECIES: 23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(Q)",257
3020,"WP_006745469.1",3020,"23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(35)",266
3021,"WP_006744283.1",3021,"tetracycline resistance ribosomal protection protein Tet(36)",640
3022,"WP_006684339.1",181,"quinolone resistance pentapeptide repeat protein QnrB81",214
3023,"WP_006391197.1",1120,"class D beta-lactamase OXA-457",275
3024,"WP_006384924.1",2150,"class D beta-lactamase OXA-114c",275
3025,"WP_006285588.1",3025,"D-Ala-D-Ala dipeptidase VanX-E",223
3026,"WP_006285587.1",3026,"D-alanine--(R)-lactate ligase VanF",343
3027,"WP_006285586.1",3027,"D-lactate dehydrogenase VanH-E",322
3028,"WP_006285585.1",3028,"glycopeptide resistance protein VanZ-F",206
3029,"WP_006285584.1",3029,"D-Ala-D-Ala carboxypeptidase VanY-F",293
3030,"WP_006285582.1",3030,"VanF-type vancomycin resistance histidine kinase VanS",365
3031,"WP_006285581.1",3031,"VanF-type vancomycin resistance DNA-binding response regulator VanR",231
3032,"WP_006259855.1",1331,"subclass B1 metallo-beta-lactamase MUS-2",246
3033,"WP_006027381.1",3033,"MULTISPECIES: PenI family class A extended-spectrum beta-lactamase",294
3034,"WP_005821510.1",409,"subclass B1 metallo-beta-lactamase CfiA17",249
3035,"WP_005816369.1",3012,"MULTISPECIES: class A extended-spectrum beta-lactamase CepA-49",300
3036,"WP_005813024.1",3036,"glycopeptide resistance accessory protein VanW",373
3037,"WP_005812825.1",3037,"nitroimidazole resistance protein NimJ",165
3038,"WP_005812773.1",3038,"nitroimidazole resistance protein NimE",170
3039,"WP_005795628.1",3012,"MULTISPECIES: class A extended-spectrum beta-lactamase CepA-49",300
3040,"WP_005780969.1",409,"subclass B1 metallo-beta-lactamase CfiA17",249
3041,"WP_005618523.1",232,"class A beta-lactamase ROB-5",305
3042,"WP_005592781.1",3042,"MULTISPECIES: oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)",154
3043,"WP_005498292.1",2632,"carbenicillin-hydrolyzing class A beta-lactamase CARB-34",283
3044,"WP_005479236.1",2632,"carbenicillin-hydrolyzing class A beta-lactamase CARB-34",283
3045,"WP_005475717.1",3045,"FosG/FosC2 family fosfomycin resistance glutathione transferase",132
3046,"WP_005459715.1",2632,"carbenicillin-hydrolyzing class A beta-lactamase CARB-34",283
3047,"WP_005418370.1",3047,"aminoglycoside N-acetyltransferase AAC(6')-Iak",153
3048,"WP_005414154.1",2896,"aminoglycoside N-acetyltransferase AAC(6')-Iz",153
3049,"WP_005375420.1",3049,"MULTISPECIES: carbenicillin-hydrolyzing class A beta-lactamase CARB-42",283
3050,"WP_005317413.1",2433,"OXA-286 family class D beta-lactamase OXA-287",280
3051,"WP_005304617.1",2802,"OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-269",273
3052,"WP_005297518.1",3052,"OXA-286 family class D beta-lactamase OXA-306",278
3053,"WP_005297378.1",2956,"MULTISPECIES: chloramphenicol efflux MFS transporter Cmx",391
3054,"WP_005296085.1",3054,"MULTISPECIES: aminoglycoside N-acetyltransferase AAC(6')-Iw",146
3055,"WP_005288246.1",2432,"MULTISPECIES: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase",146
3056,"WP_005282462.1",3056,"class D beta-lactamase OXA-298",285
3057,"WP_005269797.1",3062,"MULTISPECIES: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase",146
3058,"WP_005268230.1",3061,"OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-284",276
3059,"WP_005260134.1",3059,"class D beta-lactamase OXA-295",278
3060,"WP_005259042.1",2432,"MULTISPECIES: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase",146
3061,"WP_005245537.1",3061,"OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-284",276
3062,"WP_005243483.1",3062,"MULTISPECIES: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase",146
3063,"WP_005238189.1",3063,"OXA-286 family class D beta-lactamase OXA-302",280
3064,"WP_005228844.1",1814,"D-alanine--D-serine ligase VanC2/3",350
3065,"WP_005228842.1",3013,"MULTISPECIES: D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C",190
3066,"WP_005227858.1",3056,"class D beta-lactamase OXA-298",285
3067,"WP_005220450.1",3101,"OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-277",276
3068,"WP_005209448.1",3073,"OXA-286 family class D beta-lactamase OXA-291",278
3069,"WP_005208202.1",2037,"aminoglycoside N-acetyltransferase AAC(6')-Ix",146
3070,"WP_005202238.1",2037,"aminoglycoside N-acetyltransferase AAC(6')-Ix",146
3071,"WP_005201559.1",2433,"OXA-286 family class D beta-lactamase OXA-287",280
3072,"WP_005197871.1",3072,"AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase",145
3073,"WP_005185807.1",3073,"OXA-286 family class D beta-lactamase OXA-291",278
3074,"WP_005184197.1",2037,"aminoglycoside N-acetyltransferase AAC(6')-Ix",146
3075,"WP_005165780.1",2926,"class A beta-lactamase BlaA",294
3076,"WP_005164767.1",3076,"streptogramin A O-acetyltransferase Vat(F)",221
3077,"WP_005145021.1",3054,"MULTISPECIES: aminoglycoside N-acetyltransferase AAC(6')-Iw",146
3078,"WP_005138362.1",653,"class C beta-lactamase ADC-98",383
3079,"WP_005132156.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
3080,"WP_005128228.1",653,"class C beta-lactamase ADC-98",383
3081,"WP_005120067.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
3082,"WP_005111033.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
3083,"WP_005104969.1",1198,"OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-335",273
3084,"WP_005091170.1",3084,"AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase",145
3085,"WP_005088661.1",3009,"MULTISPECIES: carbapenem-hydrolyzing class D beta-lactamase OXA-214",275
3086,"WP_005087154.1",3009,"MULTISPECIES: carbapenem-hydrolyzing class D beta-lactamase OXA-214",275
3087,"WP_005081764.1",3084,"AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase",145
3088,"WP_005076320.1",2137,"MULTISPECIES: OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-417",273
3089,"WP_005069609.1",2137,"MULTISPECIES: OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-417",273
3090,"WP_005062866.1",3090,"AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase",145
3091,"WP_005047495.1",1186,"OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-350",273
3092,"WP_005041180.1",1186,"OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-350",273
3093,"WP_005034514.1",1180,"OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-356",276
3094,"WP_005025422.1",1102,"OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-483",273
3095,"WP_005011312.1",3095,"class D beta-lactamase OXA-299",277
3096,"WP_005001597.1",3096,"aminoglycoside nucleotidyltransferase ANT(3'')-IIc",262
3097,"WP_004977701.1",3097,"OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-280",275
3098,"WP_004937175.1",2092,"aminoglycoside 6'-N-acetyltransferase",146
3099,"WP_004923134.1",3099,"MULTISPECIES: cephalosporin-hydrolyzing class C beta-lactamase ADC-8",397
3100,"WP_004899982.1",2354,"multidrug efflux RND transporter permease subunit OqxB21",1050
3101,"WP_004897444.1",3101,"OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-277",276
3102,"WP_004890321.1",843,"MULTISPECIES: multidrug efflux RND transporter periplasmic adaptor subunit OqxA2",391
3103,"WP_004878009.1",3103,"class D beta-lactamase OXA-266",275
3104,"WP_004874306.1",2195,"aminoglycoside 6'-N-acetyltransferase",146
3105,"WP_004867933.1",3105,"class D beta-lactamase OXA-308",279
3106,"WP_004862397.1",1300,"class A beta-lactamase ORN-4",291
